index	attitude.roll	attitude.pitch	attitude.yaw	gravity.x	gravity.y	gravity.z	rotationRate.x	rotationRate.y	rotationRate.z	userAcceleration.x	userAcceleration.y	userAcceleration.z
0	2.4519823	1.2192302	-1.3754162	0.97488725	0.21386506	-0.056339327	1.803175	-0.681175	0.4631	0.06873658	-0.1475042	-0.037345685
1	-1.6442975	-0.2028908	0.8241877	0.9750323	0.19650419	-0.10007458	1.918125	-0.7041375	0.18645	0.3408698	-0.2184155	-0.052937653
2	-1.6863106	-0.18754987	0.7478265	0.97558933	0.18600875	-0.113770306	0.7016625	0.66605	0.02365	0.3779275	-2.748011E-4	0.33935133
3	-1.6886722	-0.18273214	0.7227451	0.9763369	0.19466634	-0.0904912	-0.094325	1.4752375	-0.7745375	0.79441226	0.01715322	0.242586
4	-1.6696961	-0.18711574	0.7140826	0.9748059	0.21361475	-0.0586492	-1.0021	1.343375	-1.046925	0.48004124	-0.004241663	0.062013112
5	-1.637734	-0.20482081	0.72221	0.9711323	0.23624957	-0.020136034	-1.599125	2.1168125	-1.0874875	0.18360777	-0.17091319	0.2926131
6	-1.5373124	-0.25203815	0.77592045	0.96430266	0.25829545	0.052164286	-1.8459375	3.7247374	-0.93953747	0.17453532	-0.2498398	0.50155133
7	-1.4557505	-0.26425558	0.82240915	0.94039154	0.27368262	0.20019695	-2.694175	3.4452	-0.7255875	0.16430262	0.1726018	-0.02394313
8	-1.3034577	-0.27510512	0.92986834	0.91384405	0.27440593	0.2981741	-0.94888747	0.8460375	-0.263725	-0.5503425	0.14475313	-0.09164506
9	-1.2614021	-0.27325344	0.9653643	0.90972435	0.2744217	0.310502	-0.160325	0.2462625	-0.17325	-0.5283788	0.211404	0.0727855
10	-1.2438371	-0.27250254	0.9788997	0.9073369	0.28622556	0.30680937	0.445225	-0.021724999	-0.6510625	-0.27236748	0.3221384	0.06179921
11	-1.2447546	-0.28152055	0.97452635	0.8984625	0.30359504	0.31608924	0.199375	0.9392625	-0.8171625	-0.2788906	0.3018025	-0.0028323445
12	-1.2180947	-0.31434137	0.9705004	0.88577765	0.32706293	0.32824534	0.9614	-0.097075	-0.3350875	0.038993027	-0.4781333	-0.059942607
13	-1.2294427	-0.33296132	0.93871623	0.89039475	0.33167523	0.3106545	1.3615249	-0.636075	0.3663	0.118580796	-0.55847955	-0.25326917
14	-1.252818	-0.32836163	0.9045954	0.9149933	0.30246782	0.2657401	0.820875	-1.5457749	1.85185	-0.18430524	-0.1445626	0.41560552
15	-1.2774401	-0.31016836	0.87241995	0.940122	0.26119906	0.21740016	0.4409625	-2.885575	2.5361874	-0.15744613	-0.2687373	0.18952645
16	-1.3266245	-0.271269	0.84613985	0.96659887	0.20607822	0.1501171	-0.046475	-4.248475	3.1736374	0.025755914	-0.35817304	0.15283395
17	-1.3935552	-0.21855348	0.8318974	0.9847874	0.14381619	0.093955666	-1.2266375	-1.04225	2.4319625	0.012261568	-0.22730243	-0.09731958
18	-1.4695808	-0.15290375	0.82341754	0.99133617	0.09242903	0.089592546	-0.4466	-0.5858875	2.1616375	0.3467831	0.19442113	0.17237993
19	-1.4763244	-0.09933947	0.8426816	0.9961297	0.05506363	0.063331366	0.3133625	-1.1752125	1.7444625	0.5668673	0.4483003	-0.054569896
20	-1.4997588	-0.059470624	0.8399043	0.9979737	0.025532672	0.052090786	0.1898875	-0.3587375	1.420925	0.51589483	0.5854765	-0.2898125
21	-1.5152906	-0.02835281	0.83354074	0.9988972	-0.0017869924	0.038968246	0.575025	-0.8130375	1.705	-0.044569932	0.2605026	0.03820301
22	-1.5265455	-0.002085568	0.8255975	0.99843717	-0.04083168	0.027805246	0.7964	-0.3691875	2.2328625	-0.20404881	-0.032149967	0.0038920008
23	-1.5400058	0.034300555	0.80939573	0.99468404	-0.09666976	0.023999719	0.7634	-0.3430625	3.0375125	-0.34330785	-0.004140639	-0.032455374
24	-1.5527999	0.14690147	0.7738751	0.9872889	-0.15615281	0.013933964	0.8507125	-0.6444625	2.9140375	0.096197344	0.30916506	0.105225064
25	-1.5571587	0.20092015	0.7587503	0.97806704	-0.20623274	0.013027927	0.45595	0.1071125	2.2988625	0.30338556	0.4259116	0.0042962325
26	-1.5515542	0.23981166	0.7468812	0.9697136	-0.2420657	0.019408688	0.84645	0.1384625	1.9370999	0.030286402	0.193029	-0.011350584
27	-1.5439212	0.2785001	0.7232599	0.9595959	-0.27899888	0.025547536	1.4136375	-0.216425	1.8657374	0.013997333	-0.14087878	0.16241883
28	-1.5375702	0.31252754	0.68931437	0.94992083	-0.30972624	0.032200005	1.65	-0.1232	1.502875	0.36965105	-0.2905796	0.23385505
29	-1.5375702	0.31252754	0.68931437	0.94300354	-0.32962027	0.03758267	1.4201	-0.236225	0.8749125	0.3589384	-0.03143477	0.035613053
30	-1.5222278	0.34475946	0.62669486	0.93978924	-0.33399546	0.06753081	0.95823747	0.8105625	0.0715	0.13707624	0.5031086	-0.04581827
31	-1.5033678	0.34593165	0.6071301	0.93697447	-0.33579752	0.0929301	1.5200624	0.8157875	0.3716625	0.32643533	0.13488008	-0.09201267
32	-1.4772245	0.3467221	0.5820272	0.9312105	-0.3468446	0.1089171	2.0840874	-0.268675	1.078275	0.21109837	-0.09821654	-0.06009447
33	-1.4552828	0.35535178	0.5427946	0.9219796	-0.36959985	0.11254614	1.2263625	-0.3147375	1.631575	0.21349442	0.3483919	-0.093998745
34	-1.4486088	0.37655059	0.50030476	0.9092064	-0.39836213	0.11818806	0.0760375	0.2453	1.665675	0.19548777	0.5896924	0.2015826
35	-1.43258	0.43633893	0.47786266	0.8805325	-0.4471753	0.15496503	-1.318075	2.5345376	0.8611625	0.40458983	0.2787808	0.01200745
36	-1.4045095	0.46412072	0.49739087	0.8751648	-0.45046902	0.17458871	-0.3752375	0.4169	-0.4052125	0.09038567	0.10724271	0.042230867
37	-1.3730854	0.47490883	0.5183849	0.8709822	-0.4580649	0.17573719	-1.0478874	0.5478	0.5726875	-0.6488568	-0.43592587	-0.11691456
