index	attitude.roll	attitude.pitch	attitude.yaw	gravity.x	gravity.y	gravity.z	rotationRate.x	rotationRate.y	rotationRate.z	userAcceleration.x	userAcceleration.y	userAcceleration.z
0	-0.70916873	1.2294369	-1.4692211	-0.8519839	-0.522677	-0.015798058	-1.091475	-0.2718375	-2.7443626	0.19316128	0.002692307	0.07634851
1	1.6032842	0.56942034	-0.85986495	-0.8217911	-0.5688598	-0.019369185	-0.85195	-0.517825	-2.764575	0.19732629	-0.047546934	-0.077679746
2	1.6114359	0.6241312	-0.8854018	-0.78773266	-0.6152996	-0.014178201	-0.8265125	-1.1176	-2.98705	0.18131064	-0.010893079	-0.09510315
3	1.6102868	0.68032926	-0.90905154	-0.74813974	-0.6629069	-0.012602911	-1.0275375	-0.4833125	-3.1455874	-0.013221124	0.024068998	0.064590685
4	1.6066902	0.7410424	-0.9353686	-0.702019	-0.7109781	-0.03157312	-0.9158875	0.8586875	-3.4595	-0.16851619	0.018118741	0.256145
5	1.6302428	0.80528706	-0.96817243	-0.6472089	-0.7595901	-0.05882721	-0.5157625	1.470975	-3.601125	-0.16032931	-0.14438541	0.1202951
6	1.6767269	0.8759881	-0.999314	-0.60630196	-0.79068005	-0.080872625	-0.697675	0.736175	-1.6099875	-0.37749004	-0.56233215	-0.25379097
7	1.7660264	0.94844764	-1.0590898	-0.5987278	-0.7936472	-0.104717724	-0.79983747	1.16325	0.18755	-0.31523237	-0.66945666	-0.22433428
8	1.8121964	0.9382824	-1.0811051	-0.59916544	-0.7817946	-0.1706307	-1.1031625	1.5642	0.0746625	0.09682599	-0.106783375	-0.16280968
9	1.8680198	0.92839795	-1.1067013	-0.5906853	-0.779309	-0.20757088	-1.37555	1.3266	-0.40425	0.09608283	-0.026501402	-0.14288785
10	1.9286977	0.92190564	-1.1467288	-0.5538152	-0.79140794	-0.25744805	-1.563925	2.8611	-2.764575	0.2984635	0.16449666	0.14694345
11	2.0137537	0.9303282	-1.2073681	-0.47630864	-0.82419574	-0.30520204	-0.241175	3.6430626	-3.80215	0.23124747	0.28546485	0.4147892
12	2.1517088	0.9777613	-1.2984129	-0.38851634	-0.85780704	-0.335468	0.78155	5.214275	-3.14985	-7.8031654E-4	0.33711898	0.3454527
13	2.469749	1.0905502	-1.4344634	-0.2015393	-0.89542353	-0.39612576	0.2685375	8.037288	-1.9133124	0.07635581	0.5480229	0.16910742
14	2.6825252	1.1230512	-1.5015728	-0.11195619	-0.900021	-0.42041126	-0.406175	6.0443625	-1.64615	0.01898982	0.40716165	-0.13544503
15	3.070641	1.1311144	-1.658734	-0.05160379	-0.8983221	-0.43551314	-0.3188625	2.1680999	-1.5992625	-0.12189774	0.18842912	-0.1086306
16	3.070641	1.1311144	-1.658734	-0.021565104	-0.89969474	-0.435203	0.1876875	-1.295525	-1.6993625	-0.12043796	0.20539811	0.33815408
17	-3.1251917	1.12977	-1.7373133	-0.023282412	-0.90206766	-0.430173	0.09625	-3.7492125	-1.0076	0.0072732368	-0.27265713	0.32089165
18	-3.108119	1.1335142	-1.8096898	-0.04957325	-0.9015229	-0.42908752	-0.207075	-3.1295	0.1907125	0.37231025	-1.6069329	0.15446976
19	3.1238198	1.1332581	-1.8352183	-0.07447889	-0.8971067	-0.43470606	-0.665775	-1.47455	0.2673	0.5876288	-1.8972816	0.14713725
20	3.048558	1.1097987	-1.8241752	-0.073211886	-0.88946664	-0.45033997	-0.95094997	0.8042375	-0.214775	0.030597204	-0.4183774	0.23096688
21	3.048558	1.1097987	-1.8241752	-0.050564002	-0.88198006	-0.46783713	-0.8190875	2.855875	-0.0902	-0.07237178	0.06679657	0.36956495
22	3.0913074	1.0927646	-1.8337512	-0.016905673	-0.87335986	-0.48607984	-1.073325	2.65485	-0.4712125	0.12841943	0.1239256	0.29300645
23	-3.1230872	1.0756007	-1.8440175	0.0055772234	-0.85975057	-0.5100149	-1.3925999	1.3495625	-0.1860375	0.3042087	0.0675946	0.26669687
24	-3.0707266	1.0493735	-1.8602705	0.024242492	-0.84942573	-0.5265032	-0.8839875	1.504525	-0.0328625	0.37097156	0.20222385	0.29979068
25	-3.037451	1.026864	-1.8599178	0.03366107	-0.84162825	-0.5383737	-0.6029375	0.444125	-0.0466125	0.25288326	0.3023775	0.24621774
26	-3.017501	1.0108248	-1.8592544	0.036711086	-0.8378909	-0.54397464	-0.21779999	0.099825	-0.0721875	0.17052133	0.121178366	0.25304192
27	-3.0048738	1.001873	-1.8619019	0.044976946	-0.84133404	-0.5380071	0.167475	0.6336	0.35145	0.2110934	-0.082213335	0.14575937
28	-2.9961908	1.0061523	-1.8587139	0.048388	-0.8440478	-0.53344053	0.2366375	0.67553747	0.1918125	0.2777129	0.09675424	0.15484725
29	-2.9904459	1.0112141	-1.8493549	0.05549365	-0.8477079	-0.5269047	0.395175	0.6304375	-0.065725	0.22401707	0.10561316	0.16982518
30	-2.9774609	1.0174342	-1.8486639	0.06736555	-0.85314447	-0.51664597	0.58465	0.96965	-0.21367499	0.15231335	0.09147778	0.12215053
31	-2.9550104	1.0266339	-1.8579862	0.081874445	-0.8589203	-0.50484645	0.5740625	1.1026125	-0.0625625	0.09875248	0.07818632	0.011467229
32	-2.9014404	1.0479583	-1.87271	0.08330864	-0.87144303	-0.482663	0.6879125	0.0160875	0.423775	0.099565975	-0.055269457	-0.14547154
33	-2.9009643	1.0615987	-1.8643345	0.075745545	-0.8783224	-0.4713058	0.6006	0.0306625	0.42061248	0.11711379	-0.1535889	-0.26589605
34	-2.91079	1.0766308	-1.8541003	0.070747435	-0.88334316	-0.46261883	0.397375	0.55715	0.5333625	0.032203633	-0.10778833	-0.29559216
35	-2.918395	1.0886316	-1.8408172	0.06553563	-0.88710314	-0.45614693	0.2952125	0.87436247	0.8014875	-0.047691587	-0.036948804	-0.17321087
36	-2.9435346	1.1080735	-1.7784933	0.042087365	-0.8982876	-0.43660656	0.641025	0.36465	0.9548	0.019686336	-0.07021395	0.085643254
37	-2.9680302	1.1232752	-1.7388259	0.027306676	-0.906288	-0.42096767	0.969925	0.2431	0.9856	0.19827434	-0.52949184	0.14420925
38	-2.9964387	1.1415466	-1.7002606	0.012209447	-0.9158229	-0.40054527	1.1136125	-0.1892	0.6824125	0.40552756	-0.8378009	0.23285413
39	-3.028479	1.1653914	-1.6626979	0.0021701194	-0.92327005	-0.38325545	0.754875	-1.12915	0.0077	0.45868617	-0.38621008	0.37357655
40	-3.0527322	1.186775	-1.6480511	-0.0051623527	-0.92784476	-0.37201348	0.4569125	-1.6567374	-0.2094125	0.46560577	0.24700378	0.48260984
41	-3.0693288	1.2000717	-1.6591386	-0.006877546	-0.9306021	-0.36503476	0.3515875	-0.8977375	-0.517	0.6203332	0.5070547	0.07431609
42	-3.0798078	1.207404	-1.6813116	0.005482261	-0.934889	-0.35393512	0.7346625	0.1865875	-0.6829625	0.5528205	0.49401748	0.13895041
43	-3.0502539	1.216378	-1.7198169	0.018246407	-0.94142455	-0.33571497	0.97735	-0.35035	-0.6373125	0.27054566	0.19127168	0.5602868
44	-3.0038319	1.232837	-1.76774	0.022056732	-0.94908315	-0.3131644	1.01035	-1.015025	-0.2828375	0.07141422	-0.101880215	0.69451
45	-2.9732244	1.2548467	-1.8131796	0.0120505355	-0.95532984	-0.29413813	0.8965	-1.6451875	0.31625	-0.0227539	-0.269028	0.64204335
46	-3.0509088	1.2956282	-1.7976819	-0.045471393	-0.968506	-0.24340439	1.8563875	-2.3874125	0.997425	-0.05044604	-0.13496494	0.44329736
47	3.112144	1.3236058	-1.7212235	-0.071898185	-0.978155	-0.19328976	2.440625	-2.1571	0.7035875	-0.018621692	0.025754455	0.223565
48	2.9633718	1.3671637	-1.6167555	-0.086372204	-0.98559225	-0.14305651	2.2650375	-1.9602	0.18425	-0.035340328	0.09741175	0.012980056
49	2.7974384	1.4115984	-1.4898688	-0.09332331	-0.989645	-0.10588086	1.525425	-2.000075	-0.1040875	-0.15855743	0.046525694	-0.190954
50	2.489104	1.4625608	-1.2550613	-0.099988036	-0.99124295	-0.08220195	0.0408375	0.044275	0.19607499	-0.18777956	-0.040668424	-0.00882252
51	2.4236467	1.4654894	-1.203068	-0.10669254	-0.9908378	-0.078576006	0.2303125	0.7854	0.3620375	-0.10635027	-0.019146882	0.14473808
52	2.3569324	1.4633138	-1.1287961	-0.113115855	-0.99083346	-0.06907148	0.5666375	0.909975	0.4173125	0.0075042304	-0.037912685	0.17304702
53	2.256914	1.4640318	-1.0112152	-0.118048206	-0.9911488	-0.05483107	0.7464875	0.864875	0.3375625	0.0895008	-0.036175363	0.13851608
54	2.1170971	1.4673325	-0.85228425	-0.11942761	-0.9916927	-0.03999512	0.7464875	0.529925	0.19813749	0.14653769	0.011264633	0.06660062
55	1.9730692	1.4719863	-0.69251055	-0.121756	-0.99185544	-0.02674876	0.6282375	0.0567875	0.175725	0.14927894	0.07300226	-0.015147265
56	1.8310637	1.4740592	-0.5426849	-0.12380899	-0.99182355	-0.0165661	0.463375	-0.063525	0.12045	0.1537784	0.0943771	-0.059473656
57	1.7152119	1.4738398	-0.42693558	-0.12420764	-0.99188054	-0.007914581	0.413325	0.14685	0.048125	0.15662356	0.08759921	0.010055254
58	1.5336941	1.4744872	-0.24001163	-0.12077316	-0.9922942	0.009145057	0.4409625	0.411675	-0.0402875	0.13953462	0.037752863	0.11654302
59	1.439552	1.4754703	-0.1377699	-0.11636884	-0.9926113	0.022319203	0.659175	0.3111625	-0.1189375	0.14542082	0.029813161	0.13925573
