index	attitude.roll	attitude.pitch	attitude.yaw	gravity.x	gravity.y	gravity.z	rotationRate.x	rotationRate.y	rotationRate.z	userAcceleration.x	userAcceleration.y	userAcceleration.z
0	-1.1867361	0.15056805	0.43481624	0.7834872	-0.3921203	0.48135903	0.8316	-0.6842	1.5752	0.33047307	0.026676875	0.039329052
1	-1.1945924	0.17486145	0.4080525	0.77716	-0.41194218	0.47501895	0.5495875	-0.6989125	1.8189875	0.06412439	-0.047996648	-0.19693024
2	-1.2046382	0.20006828	0.38130495	0.7675066	-0.43821713	0.46713638	0.5314375	-0.8223875	2.0233126	-0.046099894	-0.17279208	-0.1319682
3	-1.2139783	0.23318553	0.3587699	0.7571593	-0.46191767	0.46114963	0.4761625	-0.582725	1.7455624	0.2867704	-0.02309763	-0.11202119
4	-1.2234472	0.2662302	0.33337462	0.74547714	-0.48148522	0.4601663	-0.0878625	0.17407499	1.2612875	0.53912526	0.23642404	-0.37351495
5	-1.2260278	0.2929398	0.31628466	0.72923005	-0.50273883	0.46345887	-0.763675	0.75405	0.996325	0.40521947	0.22812107	-0.32726622
6	-1.2166507	0.31739026	0.31596732	0.71692306	-0.5185762	0.4652066	-0.2102375	0.163625	0.71115	0.3167161	0.079432465	0.08453345
7	-1.2063508	0.33793506	0.32165292	0.71114635	-0.5291199	0.46219072	-0.0325875	-0.257125	0.7888375	0.19191173	0.08967037	-0.09287878
8	-1.2065414	0.35192865	0.3173219	0.7038268	-0.5426583	0.45767552	-0.2943875	-0.107525	0.9175375	0.24265644	0.21605279	-0.25411284
9	-1.2090093	0.3684859	0.31319317	0.6941472	-0.55804515	0.4539409	-0.4136	0.111237496	0.8993875	0.37129623	0.33836624	-0.14802344
10	-1.2097023	0.3874242	0.31266668	0.68716353	-0.5726361	0.4463308	-0.33055	-0.39214998	0.7792125	0.35431963	0.30749848	-0.05081091
11	-1.2121733	0.4059683	0.31533575	0.6839154	-0.58387846	0.43664938	0.05995	-0.7753625	0.8611625	0.26623747	0.23117206	-0.0038206272
12	-1.2221093	0.42174646	0.3123739	0.68177754	-0.59472674	0.42520186	0.1398375	-0.9574125	1.028225	0.22586769	0.23275428	-0.1688257
13	-1.2356422	0.43802208	0.30297738	0.67960775	-0.6054077	0.41343912	0.085525	-0.917675	0.799425	0.37013236	0.2912334	-0.24207827
14	-1.2670549	0.46758118	0.28887948	0.682535	-0.61984015	0.38634345	-0.5434	-0.4560875	0.1832875	0.31665462	0.28906035	-0.30091533
15	-1.2835904	0.4756706	0.29337493	0.6854579	-0.62523425	0.37221864	-0.8839875	-0.2655125	-0.1434125	0.4016981	0.24613638	-0.15101068
16	-1.297672	0.4807621	0.30739868	0.6908306	-0.6293821	0.3548923	-1.24575	-0.28655	-0.2275625	0.40967402	0.06964199	-0.0045406222
17	-1.3135713	0.48137048	0.33017054	0.69278115	-0.6411212	0.3291432	-1.96625	-0.3597	0.2322375	0.40824333	-0.024826834	-0.03108509
18	-1.3350031	0.4869901	0.36334363	0.69018555	-0.661596	0.29197928	-2.4132626	-0.74181247	0.586575	0.5937136	0.04783454	-0.00899764
19	-1.3657093	0.5036997	0.40978393	0.6852218	-0.6866225	0.24153206	-2.152425	-1.8503375	1.1005499	0.52028275	0.16807508	0.09343736
20	-1.4132239	0.528202	0.45930964	0.6779094	-0.71204334	0.18097089	-2.0587876	-2.3579874	1.484725	0.2981304	-0.056259394	-0.04202594
21	-1.4803222	0.5561367	0.50391275	0.66407365	-0.7366249	0.12532733	-1.47345	-1.77705	1.144275	0.06906094	0.12388793	-0.17598483
22	-1.5506219	0.5895374	0.5474918	0.6688728	-0.7360668	0.10065788	-0.1071125	-0.7324625	-0.9076375	-0.07885749	0.27051637	-0.29220223
23	-1.5919518	0.5969755	0.5710043	0.68671227	-0.71972066	0.09871866	0.8199125	-0.540925	-0.95865	-0.037583806	-0.038490333	-0.24417736
24	-1.6006486	0.57736385	0.56338644	0.69309646	-0.7128887	0.10355856	1.1902	-0.71775	0.0279125	0.107622236	-0.14449662	-0.11762584
25	-1.6020912	0.5668572	0.53881633	0.6784241	-0.72508824	0.11534719	-0.059125	0.629475	1.4081374	0.26541382	-0.17572217	-0.10239612
26	-1.5917314	0.5800518	0.5196005	0.66006494	-0.74315417	0.10655208	-1.1180125	0.207625	0.9323875	0.30404824	-9.895464E-4	-0.0145031465
