index	attitude.roll	attitude.pitch	attitude.yaw	gravity.x	gravity.y	gravity.z	rotationRate.x	rotationRate.y	rotationRate.z	userAcceleration.x	userAcceleration.y	userAcceleration.z
43	-1.0188557	1.1235807	0.35430807	-0.030825041	-0.99907064	0.015004455	0.232375	1.1768625	0.8270625	0.20677306	-9.2937064E-4	0.2286194
44	-0.9589196	1.1343458	0.29370615	-0.04567156	-0.99857056	0.009408002	-0.520025	1.3066624	0.716375	0.1164208	-0.30805022	0.2762189
45	-0.91422236	1.1477733	0.273719	-0.058635943	-0.9978922	-0.009493028	-1.1339625	1.385175	0.61105	0.09502738	-0.24450837	0.16596092
46	-0.89570016	1.1685431	0.28116253	-0.06858143	-0.9964233	-0.04189145	-1.681075	1.7557375	0.51315	0.028826078	0.12731017	0.027105518
47	-0.89860165	1.1959968	0.31918135	-0.07645914	-0.9940439	-0.07313054	-1.2744875	0.6461125	0.4269375	0.024272596	0.23360042	-0.05959117
48	-0.92224354	1.2236571	0.37365326	-0.082327686	-0.99243563	-0.08723885	-0.337975	0.4107125	0.2778875	0.11749588	0.29131946	-0.15292934
49	-0.9425498	1.240802	0.40471599	-0.08350176	-0.9923353	-0.0872659	0.1984125	0.2525875	-0.0614625	0.22437331	0.34757996	-0.10895735
50	-0.9343554	1.2451324	0.4037844	-0.07796719	-0.9933837	-0.08016953	0.49101248	0.1667875	-0.2413125	0.14412928	0.22263443	-0.0068794023
51	-0.92232084	1.2386867	0.39665702	-0.06850918	-0.99487835	-0.069573835	0.51975	0.0506	-0.484	0.11610857	0.04574992	0.027876584
52	-0.9102937	1.230108	0.38640964	-0.059355676	-0.99636096	-0.055305842	0.77935	-0.19855	-0.2583625	0.12449329	-0.058486093	0.037767615
53	-0.8831664	1.2055203	0.3508361	-0.05365224	-0.9974413	-0.03936013	0.7346625	-0.2666125	-0.2904	0.18687855	-0.2412896	-0.09163375
54	-0.8779642	1.1912996	0.3362445	-0.028562132	-0.9991039	-0.017116718	0.43353748	-0.9574125	-0.853325	0.24680373	-0.37439764	-0.094916925
55	-0.8987133	1.1747512	0.34224278	-0.011311876	-0.99956703	-0.0074346294	0.479325	-0.5471125	-0.7893875	0.1529021	-0.35150334	0.044743497
56	-0.922246	1.1559715	0.35136247	-0.0021103565	-0.9996518	0.0030224726	0.4580125	-0.3702875	-0.23815	-0.02805784	-0.46120447	0.08168701
57	-0.93014556	1.1406847	0.34847692	-0.0011425511	-0.9996202	0.008692334	0.2036375	-0.0677875	0.0182875	-0.0068085194	-0.35868254	0.13798963
58	-0.92563045	1.1356022	0.33843943	-0.002112464	-0.9995071	0.017271876	0.298375	-0.1692625	0.0661375	-0.016129127	-0.014147335	0.48078623
59	-0.9122921	1.1339355	0.3224617	-0.0043578683	-0.9993926	0.022641255	0.0323125	0.1071125	0.080025	-0.17821094	0.25168616	0.3996829
60	-0.8942565	1.1360556	0.30487224	-0.00941151	-0.99934834	0.023057332	0.106837496	-0.051975	-0.1934625	-0.109441705	0.1092413	0.14166744
61	-0.8945564	1.1360275	0.30316317	-6.329341E-5	-0.99932826	0.025698882	0.061049998	-0.3587375	-0.5713125	-0.07944741	-0.15643631	0.10590662
62	-0.8945564	1.1360275	0.30316317	0.015616267	-0.99929374	0.022033496	-0.3900875	-0.722975	-0.8468625	0.122304216	-0.26503348	0.09631512
63	-0.9251889	1.1270863	0.32571024	0.032591555	-0.99906254	0.011366061	-0.6199875	-0.7596875	-0.7489625	0.09921273	-0.15761942	0.1641691
64	-0.97666544	1.1205746	0.3661167	0.047160976	-0.99854517	-5.829131E-4	-0.6359375	-0.8454875	-0.6191625	0.10248735	0.10109871	0.15879393
65	-1.0798637	1.113695	0.44422558	0.05792079	-0.99788696	-0.013572169	-0.6083	-0.8443875	-0.458425	0.11200276	0.25181663	0.061691437
66	-1.1238106	1.1124538	0.47572517	0.063765086	-0.99704635	-0.033904117	-0.274175	-0.67595	0.111925	-0.025232973	0.28297907	-0.03857295
67	-1.1552798	1.1150119	0.4951647	0.05894953	-0.99724096	-0.036775958	-0.0314875	-0.5377625	0.257675	-0.12133486	0.3034642	-0.022750039
68	-1.1713095	1.1200619	0.49900612	0.054802634	-0.99751383	-0.035780307	0.103675	-0.442475	0.1172875	-0.11943566	0.3142264	-0.006834374
69	-1.1762532	1.1242008	0.4932361	0.05448201	-0.99757236	-0.03461698	0.0397375	-0.3911875	-0.0380875	-0.04744837	0.26760295	-0.046315737
70	-1.1803083	1.1247071	0.488516	0.055982612	-0.9974249	-0.03642727	-0.109175	-0.4079625	-0.0902	0.034032676	0.1661252	-0.13686019
71	-1.191541	1.1250229	0.49143726	0.05894441	-0.9970422	-0.04182817	-0.2039125	-0.4079625	-0.14245	0.060933262	0.10846417	-0.15705562
72	-1.2123502	1.1270053	0.5042555	0.061323564	-0.99668384	-0.04666892	-0.1720125	-0.354475	-0.120037496	-0.023296043	0.07435966	-0.06973781
73	-1.2327495	1.129705	0.51765615	0.059394963	-0.99656	-0.051549047	-0.1837	-0.4833125	-0.0881375	-0.10648976	0.010520165	-0.035301108
74	-1.253634	1.1442649	0.5308225	0.061168544	-0.99626756	-0.055012267	-0.1071125	-0.39325	-0.17325	-0.04821747	-0.07304435	0.014033673
75	-1.2736121	1.148262	0.54183835	0.064380705	-0.9960084	-0.05603378	-0.108075	-0.2237125	-0.1700875	-0.06243881	-0.20409864	0.03167598
76	-1.3007976	1.1471822	0.56086576	0.06559728	-0.99495804	-0.0712239	-0.3496625	0.0369875	-0.020075	-0.18394591	-0.37629575	-0.13010637
77	-1.3190061	1.1504806	0.58180904	0.06905376	-0.9945944	-0.07300934	0.09515	-0.376475	-0.278575	0.13522759	-0.4795188	0.089630134
78	-1.3307831	1.1496305	0.59254426	0.07496331	-0.9946707	-0.065787785	0.4602125	-0.15675	-0.2679875	0.09058715	-0.5727146	0.4246104
79	-1.3292745	1.1423953	0.5826659	0.07584129	-0.995119	-0.05747626	0.2121625	0.3928375	0.097075	-0.034663923	-0.39795446	0.53087074
80	-1.3093168	1.1384008	0.56310755	0.07574344	-0.99553144	-0.049970903	-0.13585	0.34045	0.13213749	0.093675524	0.16331434	0.48279965
81	-1.2827389	1.1415143	0.54649055	0.07308862	-0.99546844	-0.054936297	-0.385825	-0.3964125	0.126775	0.0167126	0.2873186	0.31762743
82	-1.2875026	1.1455809	0.55334735	0.07180776	-0.9948776	-0.0661798	-0.6210875	-0.6078875	-0.00825	0.06141855	-0.14354752	0.15211251
83	-1.319415	1.151894	0.5756564	0.07469793	-0.9943245	-0.07110795	0.0419375	-0.0572	-0.2338875	0.19747333	-0.35134828	0.20219357
84	-1.3462492	1.1526207	0.59632343	0.08178198	-0.99439377	-0.06172903	0.5368	0.113299996	-0.3223	0.16642901	-0.20693652	0.1608116
85	-1.3352873	1.1463876	0.58469564	0.08675517	-0.99464744	-0.049672086	0.45265	0.2149125	-0.2349875	-0.054339267	-0.06539843	0.101461075
86	-1.3116966	1.1437267	0.5620121	0.08819732	-0.99492025	-0.040893413	0.28875	0.44935	-0.0647625	-0.20185174	0.100226015	0.09827873
87	-1.2885779	1.141967	0.5437878	0.08855593	-0.99502844	-0.03732956	0.0515625	0.3322	-0.0072875	-0.18713391	0.2809612	5.252773E-4
88	-1.2718663	1.1408976	0.5348526	0.09111729	-0.99484396	-0.03606458	0.06215	0.2305875	-0.20625	-0.098869585	0.37354425	-0.0038895463
89	-1.2656031	1.1395398	0.5341946	0.100000374	-0.9941462	-0.031475283	0.2803625	0.2536875	-0.56705	1.0666254E-4	0.39731136	0.04167406
90	-1.2592679	1.1321522	0.5323565	0.11502451	-0.9927578	-0.02277389	0.462275	0.1772375	-0.8064375	0.101688035	0.37124404	0.061306
91	-1.2489643	1.1170124	0.52617484	0.13220479	-0.9907988	-0.012527417	0.496375	-0.0446875	-0.8234875	0.18420196	0.34359688	0.04086075
92	-1.2388977	1.0979555	0.5174568	0.14746596	-0.98870796	-0.0052723754	0.2525875	0.01705	-0.6606875	0.16334444	0.30511466	-0.033672575
93	-1.2349029	1.0803672	0.5113558	0.15692952	-0.9872587	-0.0032954877	-0.027224999	0.24419999	-0.2987875	0.08424785	0.21998037	-0.04421216
94	-1.2352333	1.0696626	0.51360786	0.15848264	-0.9869995	-0.005699416	-0.23265	0.4148375	0.08965	0.05436139	0.13398725	-0.045477957
95	-1.2362564	1.0694035	0.52152175	0.15870413	-0.98695487	-0.007079805	-0.0815375	0.44	0.078925	0.11397171	0.07828519	0.02981681
96	-1.2358183	1.0758799	0.5302529	0.15904091	-0.9869237	-0.0021875182	0.151525	0.3760625	0.0991375	0.113436155	-0.034070183	0.095658466
97	-1.2253422	1.080489	0.5276018	0.1575829	-0.9871599	1.7958705E-4	-0.0314875	0.2484625	0.0831875	0.14149968	-0.21375749	0.021334173
98	-1.2140622	1.0828838	0.522326	0.16027157	-0.9867231	-0.0027628043	-0.2475	-0.021724999	-0.2349875	0.33534005	-0.2828029	-9.652299E-5
99	-1.2159868	1.0836071	0.5277679	0.16948141	-0.9851227	-0.011267806	-0.4987125	-0.18287499	-0.4893625	0.4066654	-0.2604431	-0.09779948
100	-1.2359743	1.0792687	0.5474928	0.17882629	-0.9832766	-0.022482999	-0.4976125	-0.1084875	-0.3680875	0.24889542	-0.24374175	-0.10656899
101	-1.2650479	1.0743229	0.5763769	0.18238047	-0.9824969	-0.027462697	-0.14533749	-0.0383625	-0.07645	-0.023252033	-0.4202554	0.07313548
102	-1.2812603	1.0722394	0.59324	0.18346241	-0.9821506	-0.032231882	-0.257125	-0.2613875	-0.1211375	-0.08457862	-0.46902674	0.09665084
103	-1.2911545	1.0730187	0.60139877	0.18779592	-0.9813843	-0.030571269	0.2633125	-0.301125	-0.231825	0.06755577	-0.18211727	0.4726661
104	-1.2986041	1.070588	0.6045521	0.19069877	-0.9811165	-0.019027468	0.4431625	-0.301125	-0.0710875	0.012665142	-0.035703097	0.48650452
105	-1.2865016	1.0664399	0.58482563	0.18702474	-0.9819569	-0.009980785	0.308	0.2536875	0.2652375	-0.2411532	0.17022906	0.28857407
106	-1.2712704	1.0671492	0.56518984	0.1775621	-0.98375857	-0.0026959507	0.1898875	0.396	0.4833125	-0.37522265	0.24920198	0.26925558
107	-1.2243859	1.0873272	0.53024167	0.16115743	-0.9865826	1.7762076E-4	-0.2050125	-0.08965	0.0374	-0.11548465	-0.4264603	0.096963055
108	-1.2205516	1.0944959	0.5288978	0.16371219	-0.98615	-0.004824659	-0.20185	-0.149325	-0.181775	0.026394844	-0.30111298	-0.030955158
109	-1.2446767	1.0970461	0.5483831	0.16878171	-0.9852932	-0.0052028405	0.1005125	-0.193325	-0.1467125	0.09462807	-0.04467619	0.013765531
110	-1.2455387	1.0948032	0.5441159	0.16878171	-0.9852932	-0.0052028405	0.20693749	-0.22165	-0.082775	0.13801482	0.14025126	0.03724648
111	-1.261011	1.0939382	0.547639	0.17448795	-0.9842855	-0.007283226	-0.3689125	-0.5094375	0.064075	0.044273525	0.25431606	-0.01851188
112	-1.285658	1.0997254	0.5627604	0.16988328	-0.98495907	-0.017668827	-0.4582875	-0.55027497	0.3386625	-0.047146276	0.29240552	0.019610723
113	-1.3080407	1.110586	0.57653505	0.16029453	-0.98634046	-0.027488079	-0.3826625	-0.398475	0.5270375	-0.118597284	0.34455147	-0.013689291
114	-1.3207147	1.1214155	0.58286345	0.15148668	-0.9875902	-0.032168306	-0.061325	-0.258225	0.34925	-0.15943775	0.3956483	-0.058856163
115	-1.3207147	1.1214155	0.58286345	0.14863926	-0.9880592	-0.031032689	0.1398375	-0.19965	0.0097624995	-0.13935791	0.3413773	-0.15275936
116	-1.321757	1.1257974	0.57857037	0.1504769	-0.98780805	-0.030147983	0.0727375	-0.237325	-0.1274625	-0.03824449	0.209016	-0.19687037
117	-1.3233684	1.1251596	0.5754386	0.1542125	-0.9871155	-0.03373996	-0.095425	-0.3210625	-0.1775125	0.027851712	0.09242124	-0.14882885
118	-1.3371311	1.1259768	0.5831096	0.15676877	-0.98652804	-0.038773168	-0.0996875	-0.4005375	-0.1434125	-0.018649496	0.013943865	-0.043382797
119	-1.3599594	1.1346079	0.59872067	0.15751821	-0.9863868	-0.03932277	0.011	-0.4277625	-0.1254	-0.04967418	-0.04021871	0.051753964
120	-1.3728437	1.1410519	0.6030726	0.15861619	-0.98634523	-0.03579425	0.2132625	-0.0510125	-0.0710875	-0.11886084	-0.1484101	0.12661994
121	-1.3742352	1.1415684	0.5978053	0.15406466	-0.9871084	-0.034617998	-0.1527625	0.08085	0.38541248	-0.37669462	-0.4024941	-0.14152879
122	-1.3783525	1.1550903	0.60472107	0.14513893	-0.9872605	-0.059734914	-0.698775	0.2809125	-0.13915	0.055472687	-0.40214315	-0.2782926
123	-1.4095366	1.1611828	0.6429674	0.15129602	-0.9859525	-0.06576145	-0.1549625	0.3342625	-0.3020875	0.17041652	-0.34534723	-0.017220201
124	-1.4287859	1.1585231	0.669383	0.1552385	-0.98545474	-0.064007945	-0.0209	0.7885625	-0.0380875	-0.028525956	-0.43024865	0.12058286
125	-1.422507	1.154936	0.67366827	0.15308258	-0.9859321	-0.06181155	-0.160325	0.7079875	0.146025	-0.23890829	-0.21937376	0.31696445
126	-1.4052584	1.1586329	0.6731787	0.14838937	-0.9870769	-0.05456485	-0.191125	0.3592875	0.1375	-0.078863375	-0.0033359157	0.29259238
127	-1.3835393	1.1715904	0.66383713	0.14769791	-0.9876443	-0.045399357	0.35805	0.29755	0.16733749	0.105406076	0.16276664	0.39299875
128	-1.3644211	1.1747369	0.6528247	0.15003186	-0.9881342	-0.019950906	0.7038625	-0.129525	0.1491875	0.14579383	0.12197212	0.3754096
129	-1.3106258	1.1751448	0.60080856	0.15130778	-0.9881236	-0.005875964	0.5143875	-0.0928125	0.0066	0.18772893	-0.032564525	0.1816099
130	-1.2800485	1.1738889	0.5643567	0.15326557	-0.98783237	0.003732181	0.3760625	0.055825	-0.091299996	0.15304941	-0.13560802	0.12735344
131	-1.2587203	1.1714249	0.5410766	0.15797621	-0.9870347	0.011086015	0.283525	0.0474375	-0.2563	0.056091066	-0.06934145	0.072201446
132	-1.2449431	1.1690713	0.527035	0.15971765	-0.9866564	0.017792406	0.283525	0.14575	-0.24035	-0.12924364	-0.044337492	0.020540928
133	-1.2217681	1.1787297	0.50844246	0.16130999	-0.9863092	0.022147004	-0.0474375	0.270325	-0.2541	-0.13083597	0.17213485	-0.10869134
134	-1.2175331	1.1755548	0.5095557	0.16530088	-0.985657	0.02175059	-0.109175	0.4305125	-0.1274625	0.0072832135	0.31970894	-0.027759762
135	-1.2177448	1.1717336	0.5173476	0.16544843	-0.9856419	0.021311453	-0.0485375	0.3991625	0.044825	0.14800723	0.40490794	0.02965185
136	-1.2155098	1.171535	0.5233785	0.16725214	-0.9852271	0.025911955	0.2781625	0.3812875	-0.1956625	0.11806895	0.465961	0.02362933
137	-1.2043533	1.1703017	0.520178	0.1733472	-0.9838686	0.035642013	0.4686	0.38445	-0.3223	0.014114574	0.3840674	-0.069999814
138	-1.1856046	1.1622597	0.5074027	0.17784359	-0.9826981	0.044646867	0.2781625	0.53515	-0.163625	0.02327263	0.23540448	-0.14372943
139	-1.1642857	1.1542975	0.49381837	0.17845096	-0.9825	0.046541706	-0.0911625	0.6084375	0.0661375	0.05957657	0.14121564	-0.15407993
140	-1.1524581	1.1531339	0.49254408	0.17790751	-0.9827217	0.04386482	-0.1612875	0.510125	0.1098625	0.09354508	0.07507643	-0.08504219
141	-1.1517411	1.1587061	0.50359935	0.17888772	-0.9825018	0.044797078	0.052525	0.4514125	0.0939125	0.13598995	-0.0069936113	-0.016050901
142	-1.1494704	1.163827	0.5108196	0.17742787	-0.9826744	0.04677057	-0.0092124995	0.3007125	0.0694375	0.1560125	-0.20570482	-0.0720458
143	-1.1387672	1.1658369	0.50745994	0.18031906	-0.98228264	0.04384945	-0.2699125	0.0077	-0.2765125	0.3359959	-0.3812189	-0.10623477
144	-1.1408328	1.1660484	0.51387364	0.19052576	-0.98070663	0.035096455	-0.49445	-0.1379125	-0.5520625	0.45687488	-0.33539432	-0.1216408
145	-1.1666965	1.1613721	0.5400837	0.20025678	-0.979013	0.027347758	-0.2272875	-0.0603625	-0.3232625	0.35223562	-0.34300533	0.02291218
146	-1.197626	1.1551137	0.5711665	0.20225208	-0.9786585	0.025274463	-0.1857625	-0.2446125	-0.0369875	0.014062904	-0.5681305	0.07064296
147	-1.2311003	1.155405	0.59838295	0.20378692	-0.9786049	0.010974592	0.0345125	-0.4131875	0.048125	0.07959229	-0.19734311	0.48310795
148	-1.2496594	1.1569835	0.60983723	0.20000103	-0.9792805	0.018064527	0.052525	-0.269775	0.2864125	-0.020383306	0.01403583	0.40620154
149	-1.2376825	1.1605818	0.59065413	0.19048798	-0.9811288	0.020450102	0.0760375	0.2138125	0.5163125	-0.26460114	0.25605235	0.23540619
150	-1.2280815	1.1684053	0.5788223	0.1794766	-0.9831354	0.023444511	0.0451	0.2850375	0.439725	-0.33543992	0.18363999	0.12640257
151	-1.2088922	1.1792376	0.56398475	0.17149505	-0.9845003	0.025796719	0.071775	0.1332375	0.23539999	-0.27199963	-0.21886358	0.055441815
152	-1.183854	1.1909438	0.54332674	0.17310202	-0.98391014	0.035691883	0.32285	-0.0708125	-0.1189375	0.009466797	-0.13005015	0.026800474
153	-1.1653643	1.1847764	0.5183198	0.18275206	-0.98155916	0.04960559	0.380325	-0.4926625	-0.198825	0.14048953	0.2370179	0.013895938
154	-1.159038	1.1785796	0.50264585	0.18775728	-0.9804983	0.05184119	0.0972125	-0.594275	-0.183975	0.080239646	0.2991527	-0.07864547
155	-1.1616882	1.1723897	0.49346954	0.1899562	-0.9802904	0.04758592	-0.2272875	-0.5566	0.016224999	-0.04306018	0.36122313	-0.09509356
156	-1.1773561	1.1702721	0.49700773	0.186842	-0.9812624	0.039134484	-0.337975	-0.5418875	0.2800875	-0.15075637	0.37341836	-0.06737608
157	-1.1993029	1.1747965	0.5092462	0.18145846	-0.98246145	0.03405248	-0.0209	-0.5314375	0.25245	-0.1588285	0.3704278	-0.06177419
158	-1.2159688	1.1822293	0.51510626	0.1799211	-0.9826963	0.03540868	0.19305	-0.377575	0.0268125	-0.07400367	0.34875134	-0.11594385
159	-1.2185994	1.1845641	0.5076566	0.18079694	-0.98251295	0.03602752	0.0727375	-0.41635	-0.036025	0.01909604	0.24112152	-0.20809175
160	-1.2409414	1.1845822	0.5120967	0.18836021	-0.98156977	0.018933622	-0.2145	-0.476025	-0.17435	-0.0035436996	-0.014760467	-0.2036431
161	-1.2785531	1.189948	0.5400486	0.18961234	-0.9814469	0.011229434	-0.2528625	-0.560725	-0.1137125	-0.10276219	-0.11009747	-0.09246797
162	-1.3047594	1.1928457	0.5569031	0.19096649	-0.9812296	0.0061145993	-0.109175	-0.4329875	-0.1381875	-0.10697565	-0.13589576	0.038732495
163	-1.3273671	1.1949588	0.569207	0.19062069	-0.98130643	0.0043012705	-0.111375	-0.1252625	0.047025	-0.24546778	-0.26935107	-0.03274164
164	-1.336479	1.1956935	0.57293046	0.18647839	-0.98209745	-0.0052566454	-0.6274125	-0.054175	0.22893749	-0.34386373	-0.4343093	-0.41217458
165	-1.35419	1.2008122	0.589109	0.18301395	-0.98258424	-0.018748675	-0.634975	0.337425	0.0906125	-0.119604155	-0.44657484	-0.30735224
166	-1.3876045	1.2082813	0.6261777	0.18540438	-0.982027	-0.02378021	-0.192225	0.4808375	-0.199925	0.16708797	-0.46150514	0.06303097
167	-1.4036438	1.209522	0.6519136	0.19028023	-0.9811396	-0.021808207	0.022824999	0.5812125	-0.1903	0.052640267	-0.54098576	0.25494274
168	-1.3831524	1.2045796	0.65255016	0.18658414	-0.98199695	-0.013616082	-0.00385	0.1447875	0.18645	-0.002287506	-0.069180466	0.3034173
169	-1.3700892	1.2092693	0.6417265	0.18594475	-0.98220515	0.0038139308	0.32175	0.141625	0.3375625	0.12578309	0.14806148	0.38751635
170	-1.3277574	1.2108426	0.60497415	0.18102582	-0.9830602	0.011802933	0.0908875	-0.560725	0.356675	0.0899222	0.092433296	0.21062824
171	-1.3019434	1.2167464	0.5751895	0.17835465	-0.9835247	0.013641227	0.1122	-0.216425	0.18755	0.13214993	-0.0310472	0.123774685
172	-1.3023063	1.2226417	0.5653	0.178538	-0.9833696	0.020630822	0.32175	-0.0059125	-0.0306625	0.10586568	-0.07912279	0.13727437
173	-1.2882364	1.2240448	0.54825765	0.18110567	-0.98270935	0.028288834	0.297275	0.0495	-0.115775	0.014414201	-0.02015004	0.040824316
174	-1.2716976	1.2252396	0.5311035	0.17802231	-0.983091	0.034020066	0.23773749	0.1155	0.0820875	-0.13479601	0.017846348	-0.0025215955
175	-1.2547915	1.229364	0.51485884	0.1723341	-0.9840331	0.036011197	0.0312125	0.08305	0.28545	-0.16947478	0.09493521	-0.093304776
