touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774802944202000000,down,down,0,646.0,1309.0,1.0,0.043137256,11.0,11.0,646.0,1309.0
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774802944242000000,move,move,0,595.8824,1306.5414,1.0,0.043137256,11.0,11.0,595.8824,1306.5414
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774802944258000000,move,move,0,476.4644,1305.0315,1.0,0.019607844,5.0,5.0,476.4644,1305.0315
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774802944275000000,move,move,0,382.32382,1315.4946,1.0,0.019607844,5.0,5.0,382.32382,1315.4946
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774802944292000000,move,move,0,289.3465,1339.2871,1.0,0.019607844,5.0,5.0,289.3465,1339.2871
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774802944308000000,move,move,0,232.57214,1353.8627,1.0,0.019607844,5.0,5.0,232.57214,1353.8627
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774802944317000000,move,move,0,175.0,1368.0,1.0,0.019607844,5.0,5.0,175.0,1368.0
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774802944326000000,up,up,0,175.0,1368.0,1.0,0.019607844,5.0,5.0,175.0,1368.0
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774802944672000000,down,down,0,562.0,1259.0,1.0,0.019607844,5.0,5.0,562.0,1259.0
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774802944691000000,move,move,0,562.0,1259.0,1.0,0.019607844,5.0,5.0,562.0,1259.0
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774802944707000000,move,move,0,469.196,1277.3912,1.0,0.019607844,5.0,5.0,469.196,1277.3912
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774802944724000000,move,move,0,373.67795,1296.3663,1.0,0.019607844,5.0,5.0,373.67795,1296.3663
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774802944741000000,move,move,0,304.9039,1318.0984,1.0,0.019607844,5.0,5.0,304.9039,1318.0984
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774802944763000000,move,move,0,244.72684,1344.8375,1.0,0.019607844,5.0,5.0,244.72684,1344.8375
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774802944770000000,move,move,0,205.0,1361.0,1.0,0.019607844,5.0,5.0,205.0,1361.0
