input,session_id,timestamp,event_type,event_type_detail,pointer_id,x,y,pressure,size,touch_major,touch_minor,raw_x,raw_y
touch,01d27044-0d65-435b-b429-27726352ae10,1774536681015000000,down,down,0,15.164055,524.707,1.0,0.06666667,14.160156,5.0976562,93.164055,524.707
touch,01d27044-0d65-435b-b429-27726352ae10,1774536681031000000,move,move,0,18.524414,525.9555,1.0,0.0627451,11.328125,6.796875,96.524414,525.95544
touch,01d27044-0d65-435b-b429-27726352ae10,1774536681036000000,move,move,0,19.265625,526.42084,1.0,0.0627451,11.328125,6.796875,97.265625,526.42084
touch,01d27044-0d65-435b-b429-27726352ae10,1774536681044000000,move,move,0,20.4375,527.21185,1.0,0.0627451,13.59375,4.53125,98.4375,527.21185
touch,01d27044-0d65-435b-b429-27726352ae10,1774536681053000000,move,move,0,21.609375,527.7392,1.0,0.0627451,11.328125,6.796875,99.609375,527.7392
touch,01d27044-0d65-435b-b429-27726352ae10,1774536681061000000,move,move,0,22.488281,528.00287,1.0,0.0627451,11.328125,6.796875,100.48828,528.00287
touch,01d27044-0d65-435b-b429-27726352ae10,1774536681065000000,move,move,0,22.78125,528.1347,1.0,0.058823533,13.027344,3.9648438,100.78125,528.1347
touch,01d27044-0d65-435b-b429-27726352ae10,1774536681089000000,move,move,0,24.461426,528.66205,1.0,0.06666667,11.894531,7.3632812,102.461426,528.66205
touch,01d27044-0d65-435b-b429-27726352ae10,1774536681094000000,move,move,0,24.832031,528.66205,1.0,0.06666667,14.160156,5.0976562,102.83203,528.66205
touch,01d27044-0d65-435b-b429-27726352ae10,1774536681103000000,move,move,0,25.417969,528.66205,1.0,0.0627451,13.59375,4.53125,103.41797,528.66205
touch,01d27044-0d65-435b-b429-27726352ae10,1774536681107000000,move,move,0,25.710938,528.66205,1.0,0.06666667,11.894531,7.3632812,103.71094,528.66205
touch,01d27044-0d65-435b-b429-27726352ae10,1774536691878000000,down,down,0,145.24219,621.73816,1.0,0.043137256,6.2304688,6.2304688,223.24219,621.73816
touch,01d27044-0d65-435b-b429-27726352ae10,1774536691894000000,move,move,0,145.16455,620.91223,1.0,0.054901965,10.1953125,5.6640625,223.16455,620.91223
touch,01d27044-0d65-435b-b429-27726352ae10,1774536691899000000,move,move,0,145.53516,621.2108,1.0,0.039215688,5.6640625,5.6640625,223.53516,621.2108
touch,01d27044-0d65-435b-b429-27726352ae10,1774536691903000000,move,move,0,145.82812,621.4745,1.0,0.03137255,4.53125,4.53125,223.82812,621.4745
touch,01d27044-0d65-435b-b429-27726352ae10,1774536691920000000,move,move,0,145.82812,620.94714,1.0,0.04705883,6.796875,6.796875,223.82812,620.94714
touch,01d27044-0d65-435b-b429-27726352ae10,1774536691936000000,move,move,0,147.0,620.94714,1.0,0.039215688,5.6640625,5.6640625,225.0,620.94714
touch,01d27044-0d65-435b-b429-27726352ae10,1774536691953000000,move,move,0,147.58594,620.94714,1.0,0.043137256,6.2304688,6.2304688,225.58594,620.94714
touch,01d27044-0d65-435b-b429-27726352ae10,1774536691977000000,move,move,0,148.68018,620.64856,1.0,0.039215688,5.6640625,5.6640625,226.68018,620.64856
touch,01d27044-0d65-435b-b429-27726352ae10,1774536691978000000,move,move,0,148.75781,620.6835,1.0,0.043137256,6.2304688,6.2304688,226.75781,620.6835
touch,01d27044-0d65-435b-b429-27726352ae10,1774536692002000000,move,move,0,150.43799,620.6835,1.0,0.039215688,5.6640625,5.6640625,228.43799,620.6835
touch,01d27044-0d65-435b-b429-27726352ae10,1774536692007000000,move,move,0,150.22266,620.4198,1.0,0.039215688,5.6640625,5.6640625,228.22266,620.4198
touch,01d27044-0d65-435b-b429-27726352ae10,1774536692011000000,move,move,0,149.92969,620.1561,1.0,0.050980397,9.628906,5.0976562,227.92969,620.1561
touch,01d27044-0d65-435b-b429-27726352ae10,1774536692035000000,move,move,0,149.49902,619.69867,1.0,0.039215688,5.6640625,5.6640625,227.49902,619.6986
touch,01d27044-0d65-435b-b429-27726352ae10,1774536692036000000,move,move,0,149.34375,619.6288,1.0,0.054901965,10.1953125,5.6640625,227.34375,619.6288
touch,01d27044-0d65-435b-b429-27726352ae10,1774536692060000000,move,move,0,147.66357,619.10144,1.0,0.054901965,10.1953125,5.6640625,225.66357,619.10144
touch,01d27044-0d65-435b-b429-27726352ae10,1774536692065000000,move,move,0,147.29297,619.10144,1.0,0.050980397,9.628906,5.0976562,225.29297,619.10144
touch,01d27044-0d65-435b-b429-27726352ae10,1774536692069000000,move,move,0,147.0,619.10144,1.0,0.054901965,10.1953125,5.6640625,225.0,619.10144
touch,01d27044-0d65-435b-b429-27726352ae10,1774536692086000000,move,move,0,147.0,618.5741,1.0,0.050980397,9.628906,5.0976562,225.0,618.5741
touch,01d27044-0d65-435b-b429-27726352ae10,1774536692118000000,move,move,0,146.4917,618.83777,1.0,0.043137256,6.2304688,6.2304688,224.4917,618.83777
touch,01d27044-0d65-435b-b429-27726352ae10,1774536692123000000,move,move,0,147.0,618.9696,1.0,0.050980397,9.628906,5.0976562,225.0,618.9696
touch,01d27044-0d65-435b-b429-27726352ae10,1774536692132000000,move,move,0,147.29297,618.70593,1.0,0.027450982,3.9648438,3.9648438,225.29297,618.70593
touch,01d27044-0d65-435b-b429-27726352ae10,1774536692140000000,move,move,0,146.70703,618.04675,1.0,0.04705883,9.0625,4.53125,224.70703,618.04675
touch,01d27044-0d65-435b-b429-27726352ae10,1774536692148000000,move,move,0,146.1211,617.5194,1.0,0.054901965,10.1953125,5.6640625,224.1211,617.5194
touch,01d27044-0d65-435b-b429-27726352ae10,1774536692156000000,move,move,0,145.53516,616.99207,1.0,0.058823533,10.761719,6.2304688,223.53516,616.99207
