input,session_id,timestamp,event_type,event_type_detail,pointer_id,x,y,pressure,size,touch_major,touch_minor,raw_x,raw_y
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877838902000000,down,down,0,693.9375,1259.6875,1.0,0.5647059,9.0,9.0,693.9375,1259.6875
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877838986000000,move,move,0,659.88477,1259.4375,1.0,0.5647059,9.0,9.0,659.88477,1259.4375
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877839002000000,move,move,0,623.5908,1260.4355,1.0,0.0627451,1.0,1.0,623.5908,1260.4355
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877839019000000,move,move,0,584.96875,1261.5205,1.0,0.5647059,9.0,9.0,584.96875,1261.5205
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877839036000000,move,move,0,542.9922,1261.3369,1.0,0.5647059,9.0,9.0,542.9922,1261.3369
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877839052000000,move,move,0,502.8584,1257.8223,1.0,0.0627451,1.0,1.0,502.8584,1257.8223
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877839069000000,move,move,0,469.64746,1253.2383,1.0,0.0627451,1.0,1.0,469.64746,1253.2383
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877839086000000,move,move,0,448.60254,1250.417,1.0,0.5647059,9.0,9.0,448.60254,1250.417
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877839103000000,move,move,0,416.5381,1247.0527,1.0,0.0627451,1.0,1.0,416.5381,1247.0527
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877839119000000,move,move,0,382.8252,1244.79,1.0,0.5647059,9.0,9.0,382.8252,1244.79
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877839136000000,move,move,0,346.03125,1243.1826,1.0,0.0627451,1.0,1.0,346.03125,1243.1826
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877839153000000,move,move,0,307.30273,1240.7441,1.0,0.5647059,9.0,9.0,307.30273,1240.7441
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877839169000000,move,move,0,267.7041,1236.8809,1.0,0.5647059,9.0,9.0,267.7041,1236.8809
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877839186000000,move,move,0,224.98926,1230.2744,1.0,0.5647059,9.0,9.0,224.98926,1230.2744
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877839203000000,move,move,0,186.29883,1224.6631,1.0,0.5647059,9.0,9.0,186.29883,1224.6631
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877839219000000,move,move,0,141.22266,1218.6953,1.0,0.5647059,9.0,9.0,141.22266,1218.6953
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877839237000000,move,move,0,90.9375,1213.375,1.0,0.0627451,1.0,1.0,90.9375,1213.375
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877839240000000,up,up,0,90.9375,1213.375,1.0,0.0627451,1.0,1.0,90.9375,1213.375
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840155000000,down,down,0,814.0625,1254.625,1.0,0.09411766,1.5,1.5,814.0625,1254.625
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840239000000,move,move,0,783.6299,1250.0947,1.0,0.09411766,1.5,1.5,783.6299,1250.0947
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840255000000,move,move,0,754.26953,1244.0596,1.0,0.59607846,9.5,9.5,754.26953,1244.0596
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840274000000,move,move,0,717.292,1235.5576,1.0,0.59607846,9.5,9.5,717.292,1235.5576
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840291000000,move,move,0,682.2803,1227.4648,1.0,0.09411766,1.5,1.5,682.2803,1227.4648
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840308000000,move,move,0,647.68066,1221.6035,1.0,0.09411766,1.5,1.5,647.68066,1221.6035
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840324000000,move,move,0,616.20996,1219.0547,1.0,0.09411766,1.5,1.5,616.20996,1219.0547
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840341000000,move,move,0,580.4756,1215.7744,1.0,0.59607846,9.5,9.5,580.4756,1215.7744
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840358000000,move,move,0,544.2715,1213.0166,1.0,0.59607846,9.5,9.5,544.2715,1213.0166
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840374000000,move,move,0,506.32715,1210.0029,1.0,0.09411766,1.5,1.5,506.32715,1210.0029
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840391000000,move,move,0,467.2412,1206.9014,1.0,0.59607846,9.5,9.5,467.2412,1206.9014
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840408000000,move,move,0,426.61035,1203.7822,1.0,0.09411766,1.5,1.5,426.61035,1203.7822
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840424000000,move,move,0,381.3584,1200.5488,1.0,0.09411766,1.5,1.5,381.3584,1200.5488
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840441000000,move,move,0,336.41016,1198.498,1.0,0.09411766,1.5,1.5,336.41016,1198.498
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840458000000,move,move,0,290.0713,1195.9199,1.0,0.09411766,1.5,1.5,290.0713,1195.9199
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840475000000,move,move,0,242.36133,1193.1943,1.0,0.59607846,9.5,9.5,242.36133,1193.1943
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840491000000,move,move,0,193.32031,1190.792,1.0,0.09411766,1.5,1.5,193.32031,1190.792
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840508000000,move,move,0,140.68457,1188.2441,1.0,0.09411766,1.5,1.5,140.68457,1188.2441
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840525000000,move,move,0,85.90234,1185.5342,1.0,0.59607846,9.5,9.5,85.90234,1185.5342
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840533000000,move,move,0,63.6875,1181.75,1.0,0.09411766,1.5,1.5,63.6875,1181.75
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877840537000000,up,up,0,63.6875,1181.75,1.0,0.09411766,1.5,1.5,63.6875,1181.75
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841353000000,down,down,0,786.5625,1322.875,1.0,0.03137255,0.5,0.5,786.5625,1322.875
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841377000000,move,move,0,786.5625,1322.875,1.0,0.0627451,1.0,1.0,786.5625,1322.875
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841427000000,move,move,0,767.7969,1322.2432,1.0,0.0627451,1.0,1.0,767.7969,1322.2432
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841444000000,move,move,0,733.9873,1320.9473,1.0,0.5647059,9.0,9.0,733.9873,1320.9473
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841460000000,move,move,0,699.0654,1318.7607,1.0,0.0627451,1.0,1.0,699.0654,1318.7607
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841477000000,move,move,0,661.15625,1315.081,1.0,0.5647059,9.0,9.0,661.15625,1315.081
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841494000000,move,move,0,622.7119,1309.6328,1.0,0.0627451,1.0,1.0,622.7119,1309.6328
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841510000000,move,move,0,588.97656,1303.1709,1.0,0.5647059,9.0,9.0,588.97656,1303.1709
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841527000000,move,move,0,553.86816,1295.0293,1.0,0.5647059,9.0,9.0,553.86816,1295.0293
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841544000000,move,move,0,518.7129,1285.6543,1.0,0.5647059,9.0,9.0,518.7129,1285.6543
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841560000000,move,move,0,481.625,1276.669,1.0,0.0627451,1.0,1.0,481.625,1276.669
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841577000000,move,move,0,444.26465,1268.0039,1.0,0.59607846,9.5,9.5,444.26465,1268.0039
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841594000000,move,move,0,404.458,1259.4609,1.0,0.09411766,1.5,1.5,404.458,1259.4609
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841611000000,move,move,0,364.38086,1252.0664,1.0,0.09411766,1.5,1.5,364.38086,1252.0664
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841627000000,move,move,0,322.9336,1243.7832,1.0,0.59607846,9.5,9.5,322.9336,1243.7832
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841644000000,move,move,0,283.94922,1235.1553,1.0,0.09411766,1.5,1.5,283.94922,1235.1553
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841661000000,move,move,0,245.87695,1226.9199,1.0,0.09411766,1.5,1.5,245.87695,1226.9199
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841677000000,move,move,0,204.6748,1216.501,1.0,0.59607846,9.5,9.5,204.6748,1216.501
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841694000000,move,move,0,156.46875,1205.7412,1.0,0.09411766,1.5,1.5,156.46875,1205.7412
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841711000000,move,move,0,96.637695,1193.2764,1.0,0.59607846,9.5,9.5,96.637695,1193.2764
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841723000000,move,move,0,56.875,1185.25,1.0,0.09411766,1.5,1.5,56.875,1185.25
touch,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877841727000000,up,up,0,56.875,1185.25,1.0,0.09411766,1.5,1.5,56.875,1185.25
