input,session_id,timestamp,x,y,z
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416208220634,1.7550001,2.3149502,8.863951
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416228220635,1.91805,1.9710001,9.333
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416248220636,1.94895,1.9200001,9.754951
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416268220637,1.542,2.1000001,9.73095
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416288490403,1.4800501,2.16,9.68295
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416308556648,1.7670001,2.265,9.58005
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416328622816,1.76205,2.39205,9.37395
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416348689220,1.6279501,2.4709501,9.328051
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416368755373,1.6309501,2.529,9.364051
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416388821603,1.65495,2.60505,9.429001
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416408887757,1.6330501,2.7199502,9.28995
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416428954151,1.3410001,2.5069501,9.181951
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416449020410,1.0699501,2.1739502,9.457951
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416469086578,1.12995,1.95105,9.702001
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416489152996,1.4749501,1.9540501,9.71895
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416509219232,1.63995,2.3149502,9.460051
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416529285626,1.42005,2.63595,9.25695
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416549351785,1.28805,2.7970502,8.988001
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416569418034,1.116,2.7820501,8.94795
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416589484116,1.0390501,2.7559502,9.189
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416609550568,1.07295,2.6560502,9.570001
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416629616707,1.1209501,2.6119502,10.102051
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416649682924,1.065,2.703,10.57905
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416669749078,0.984,2.87595,10.818001
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416689815462,1.0339501,2.95005,10.861051
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416709881616,1.2019501,2.9670002,10.674001
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416729947829,1.2360001,2.9959502,10.264951
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416750013978,0.97905004,2.979,9.823951
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416770080439,0.80700004,2.9170501,9.522
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416790146593,0.79005,2.907,9.372001
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416810212978,0.87900007,2.95005,9.261001
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416830279213,0.91905004,2.9239502,9.24495
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416850345343,0.83805007,2.8470001,9.336
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416870411727,0.81195,2.91195,9.43605
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416890477891,0.80895007,2.98095,9.40005
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416910544112,0.73005,2.95005,9.26595
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416930610497,0.58395004,2.8639503,9.35505
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416950676656,0.49500003,2.84505,9.508051
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416970742886,0.57705003,2.89995,9.486
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973416990809035,0.615,2.9290502,9.42195
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973417010875411,0.54105,2.97195,9.360001
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973417030941656,0.49095002,3.0630002,9.45495
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973417051007791,0.55095005,3.1390502,9.594001
sensor_accelerometer,2cb2a104-7b3f-401c-994f-3e551dffa725,1772973417071074160,0.47595003,3.2929502,9.61095
