input,session_id,timestamp,event_type,event_type_detail,pointer_id,x,y,pressure,size,touch_major,touch_minor,raw_x,raw_y
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464842000000,down,down,0,2231.0,507.0,1.0,0.009803922,3.0,2.0,2231.0,507.0
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464851000000,move,move,0,2232.0,508.0,1.0,0.009803922,3.0,2.0,2232.0,508.0
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464851000000,down,pointer_down,1,2260.0,267.0,1.0,0.009803922,3.0,2.0,2260.0,267.0
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464851000000,down,pointer_down,2,2252.0,643.0,1.0,0.009803922,3.0,2.0,2252.0,643.0
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464859000000,move,move,0,2234.0,509.0,1.0,0.009803922,3.0,2.0,2234.0,509.0
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464859000000,move,move,1,2273.0,278.0,1.0,0.007843138,2.0,2.0,2273.0,278.0
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464859000000,move,move,2,2253.0,644.0,1.0,0.009803922,3.0,2.0,2253.0,644.0
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464876000000,move,move,0,2235.0,510.8457,1.0,0.009803922,3.0,2.0,2235.0,510.8457
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464876000000,move,move,1,2286.2285,302.30273,1.0,0.009803922,3.0,2.0,2286.2285,302.30273
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464876000000,move,move,2,2254.8457,645.8457,1.0,0.009803922,3.0,2.0,2254.8457,645.8457
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464884000000,move,move,0,2235.8086,511.8086,1.0,0.007843138,3.0,1.0,2235.8086,511.8086
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464884000000,move,move,1,2290.2344,305.6172,1.0,0.009803922,3.0,2.0,2290.2344,305.6172
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464884000000,move,move,2,2255.8086,647.6172,1.0,0.011764707,3.0,3.0,2255.8086,647.6172
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464892000000,move,move,0,2236.8438,512.0,1.0,0.007843138,3.0,1.0,2236.8438,512.0
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464892000000,move,move,1,2293.5303,310.2168,1.0,0.009803922,3.0,2.0,2293.5303,310.2168
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464892000000,move,move,2,2256.0,648.84375,1.0,0.011764707,3.0,3.0,2256.0,648.84375
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464901000000,move,move,0,2237.0,512.0,1.0,0.007843138,3.0,1.0,2237.0,512.0
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464901000000,move,move,1,2296.5146,315.1914,1.0,0.009803922,3.0,2.0,2296.5146,315.1914
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464901000000,move,move,2,2256.838,649.8379,1.0,0.011764707,3.0,3.0,2256.838,649.8379
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464909000000,move,move,0,2237.0,512.0,1.0,0.007843138,3.0,1.0,2237.0,512.0
touch,34ad6c13-5012-41d8-9f0d-7af3a40aac5c,1775032464909000000,move,move,1,2297.8584,316.8584,1.0,0.009803922,3.0,2.0,2297.8584,316.8584
