input,session_id,timestamp,x,y,z
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639559266546,-1.0869676,7.1469913,6.6633625
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639579266546,-1.043872,7.120655,6.5771713
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639599266546,-1.1109096,7.130232,6.6059017
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639619266546,-1.1180922,7.154174,6.574777
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639639266546,-1.1444284,7.1948752,6.512528
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639659266546,-1.1731589,7.206846,6.4742208
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639679266546,-1.2138603,7.242759,6.5412583
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639699266546,-1.5705963,7.2930374,6.7591305
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639719266546,-1.9895816,7.4773912,7.0560117
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639739266546,-1.4101849,7.400777,7.4342957
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639759266546,-1.982399,7.3696523,7.5899186
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639779266546,-2.2720973,7.7335706,8.14298
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639799266546,-3.7325604,8.344092,9.38557
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639819266546,-4.3766007,8.767866,10.585065
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639839266546,-4.4556093,8.885181,11.104607
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639859266546,-5.2388124,8.846874,11.085453
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639879266546,-5.8397574,9.277831,11.367969
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639899266546,-5.006575,8.990526,10.771812
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639919266546,-3.9001546,8.004115,8.593089
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639939266546,-3.7229836,7.958626,6.6968813
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639959266546,-1.6112977,6.8357453,4.6351743
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639979266546,-0.33039984,6.2012815,4.3598413
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536639999266546,1.8722657,5.3776765,2.3774424
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640019266546,2.8802247,4.8123455,1.3910311
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640039266546,4.3239284,3.7181952,0.260968
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640059266546,4.7046065,3.3973722,0.3184288
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640079266546,6.1533976,2.896984,0.30166942
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640099266546,7.546823,2.2529438,-0.107739076
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640119266546,9.308955,1.6256629,0.16519992
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640139266546,10.273819,0.62249243,0.272939
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640159266546,11.861175,-0.5650316,-0.4213795
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640179266546,11.856386,-0.59855044,-1.1324574
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640199266546,12.019192,-0.533907,-3.0238767
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640219266546,12.23467,-0.59615624,-3.727772
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640239266546,12.981661,-0.15083471,-3.1627405
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640259266546,12.873921,0.47644615,-2.5594015
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640279266546,12.045528,1.8962077,-1.745373
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640299266546,10.297761,3.3159695,-1.5107412
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640319266546,8.983344,4.4316673,-2.0518308
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640339266546,8.487744,4.980239,-2.2816741
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640359266546,8.116643,5.327398,-1.388637
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640379266546,8.071154,5.30585,-0.90740246
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640399266546,8.123826,5.030517,-0.5482722
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640419266546,8.272266,4.781221,-0.62967503
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640439266546,8.640973,4.209007,-0.6679823
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640459266546,8.858846,3.9576154,-0.6536171
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640479266546,9.179668,3.7349546,-0.36631286
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640499266546,9.34008,3.608062,-0.17238252
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640519266546,9.387964,3.5577838,-0.23223756
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640539266546,9.44303,3.5098996,-0.50757074
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640559266546,9.399935,3.6415808,-0.6895301
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640579266546,9.440637,3.8043866,-0.46686932
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640599266546,9.273043,3.9217024,-0.20829555
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640619266546,9.088689,4.0557775,-0.25617957
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640639266546,8.705617,4.280833,-0.34715924
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640659266546,8.638579,4.297592,-0.35913026
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640679266546,8.6936455,4.2784386,-0.30166942
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640699266546,8.849269,4.1515455,-0.36152446
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640719266546,8.9641905,4.0222588,-0.30885202
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640739266546,9.179668,3.9552212,-0.2873042
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640759266546,9.316138,3.940856,-0.32800564
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640779266546,9.304167,3.8786068,-0.39983168
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640799266546,9.167698,3.8642416,-0.50038815
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640819266546,9.196428,3.8546648,-0.45729253
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640839266546,9.165303,3.8426938,-0.40701428
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640862333961,9.079112,3.8307228,-0.39025488
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640882333961,9.1150255,3.7565024,-0.39264908
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640902333961,9.1389675,3.7445314,-0.40462008
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640922333961,9.095872,3.8187518,-0.49799395
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640942333961,9.119814,3.7924154,-0.51235914
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640962333961,9.155726,3.787627,-0.48123455
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536640982333961,9.194034,3.8283286,-0.48362875
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641002333961,9.067142,3.7732618,-0.39264908
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641022333961,9.158121,3.7541082,-0.47644615
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641042333961,9.227552,3.7253778,-0.6392518
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641062333961,9.1868515,3.7086184,-0.61291564
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641082333961,9.232341,3.5889084,-0.5410896
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641102333961,9.344869,3.5913026,-0.46447513
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641122333961,9.22037,3.6583402,-0.49320555
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641142333961,9.1629095,3.7325604,-0.5267244
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641162333961,9.064747,3.8235402,-0.5650316
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641182333961,9.1389675,3.8307228,-0.4333505
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641202333961,9.165303,3.8187518,-0.36152446
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641222333961,9.1389675,3.857059,-0.37828386
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641242333961,9.177275,3.857059,-0.39504328
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641262333961,9.088689,3.8905778,-0.35194764
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641282333961,9.036016,4.010288,-0.45010993
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641302333961,9.014469,4.0462008,-0.47644615
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641322333961,8.995315,4.0318356,-0.39983168
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641342333961,9.07193,4.0222588,-0.33997664
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641362333961,9.153333,3.9552212,-0.35434186
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641382333961,9.129391,3.952827,-0.39504328
sensor_accelerometer,01d27044-0d65-435b-b429-27726352ae10,1774536641402333961,9.081507,4.003105,-0.4357447
