input,session_id,timestamp,event_type,event_type_detail,pointer_id,x,y,pressure,size,touch_major,touch_minor,raw_x,raw_y
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716280177000000,down,down,0,787.06055,1147.1484,1.0,0.021568628,2.5048828,2.0874023,787.06055,1147.1484
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716280192000000,move,move,0,787.06055,1147.1484,1.0,0.023529414,2.9223633,2.0874023,787.06055,1147.1484
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716280200000000,move,move,0,787.06055,1147.1484,1.0,0.023529414,2.9223633,2.0874023,787.06055,1147.1484
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716280209000000,move,move,0,787.06055,1147.1484,1.0,0.023529414,2.9223633,2.0874023,787.06055,1147.1484
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716280217000000,move,move,0,787.06055,1147.1484,1.0,0.023529414,2.9223633,2.0874023,787.06055,1147.1484
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716280225000000,move,move,0,787.06055,1147.1484,1.0,0.023529414,2.9223633,2.0874023,787.06055,1147.1484
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716280234000000,move,move,0,748.4121,1146.6973,1.0,0.021568628,2.5048828,2.0874023,748.4121,1146.6973
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716280242000000,move,move,0,716.291,1141.9863,1.0,0.023529414,2.9223633,2.0874023,716.291,1141.9863
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716280259000000,move,move,0,576.0205,1119.4092,1.0,0.025490198,2.9223633,2.5048828,576.0205,1119.4092
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716280267000000,move,move,0,494.5996,1109.3389,1.0,0.023529414,2.5048828,2.5048828,494.5996,1109.3389
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716280284000000,move,move,0,328.9756,1100.5615,1.0,0.021568628,2.5048828,2.0874023,328.9756,1100.5615
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716280292000000,move,move,0,238.50488,1103.332,1.0,0.023529414,2.9223633,2.0874023,238.50488,1103.332
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716280300000000,move,move,0,168.34375,1109.8242,1.0,0.021568628,2.5048828,2.0874023,168.34375,1109.8242
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716280309000000,move,move,0,51.086914,1121.9346,1.0,0.015686275,1.6699219,1.6699219,51.086914,1121.9346
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716280309000000,move,move,0,39.28711,1123.1543,1.0,0.0,0.0,0.0,39.28711,1123.1543
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716280318000000,up,up,0,39.28711,1123.1543,1.0,0.0,0.0,0.0,39.28711,1123.1543
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716281235000000,down,down,0,676.8457,1197.9932,1.0,0.023529414,2.5048828,2.5048828,676.8457,1197.9932
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716281250000000,move,move,0,676.8457,1197.9932,1.0,0.025490198,2.9223633,2.5048828,676.8457,1197.9932
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716281259000000,move,move,0,676.8457,1197.9932,1.0,0.025490198,2.9223633,2.5048828,676.8457,1197.9932
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716281267000000,move,move,0,676.8457,1197.9932,1.0,0.025490198,2.9223633,2.5048828,676.8457,1197.9932
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716281275000000,move,move,0,630.59863,1195.4268,1.0,0.023529414,2.5048828,2.5048828,630.59863,1195.4268
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716281284000000,move,move,0,588.0215,1190.9932,1.0,0.025490198,2.9223633,2.5048828,588.0215,1190.9932
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716281292000000,move,move,0,507.09082,1185.1406,1.0,0.023529414,2.5048828,2.5048828,507.09082,1185.1406
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716281300000000,move,move,0,438.36914,1181.8418,1.0,0.025490198,2.9223633,2.5048828,438.36914,1181.8418
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716281309000000,move,move,0,352.55957,1181.4258,1.0,0.023529414,2.5048828,2.5048828,352.55957,1181.4258
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716281317000000,move,move,0,263.80566,1184.0303,1.0,0.025490198,2.9223633,2.5048828,263.80566,1184.0303
touch,532d4752-e9f8-47db-b2d9-6e2a93a0542d,1774716281325000000,move,move,0,196.16016,1187.8867,1.0,0.015686275,1.6699219,1.6699219,196.16016,1187.8867
