touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323178000000,down,down,0,600.0,888.0,1.0,0.019607844,5.0,5.0,600.0,888.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323178000000,down,pointer_down,1,540.0,1029.0,1.0,0.019607844,5.0,5.0,540.0,1029.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323196000000,move,move,0,600.0,888.0,1.0,0.019607844,5.0,5.0,600.0,888.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323196000000,move,move,1,540.0,1029.0,1.0,0.019607844,5.0,5.0,540.0,1029.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323231000000,move,move,0,600.0,888.0,1.0,0.019607844,5.0,5.0,600.0,888.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323231000000,move,move,1,540.0,1029.0,1.0,0.019607844,5.0,5.0,540.0,1029.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323303000000,move,move,0,600.0,888.0,1.0,0.019607844,5.0,5.0,600.0,888.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323303000000,move,move,1,540.0,1029.0,1.0,0.019607844,5.0,5.0,540.0,1029.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323405000000,move,move,0,603.4985,884.5015,1.0,0.019607844,5.0,5.0,603.4985,884.5015
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323405000000,move,move,1,540.0,1029.0,1.0,0.019607844,5.0,5.0,540.0,1029.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323422000000,move,move,0,609.1163,876.8062,1.0,0.019607844,5.0,5.0,609.1163,876.8062
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323422000000,move,move,1,540.0,1029.0,1.0,0.019607844,5.0,5.0,540.0,1029.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323438000000,move,move,0,618.63824,867.36176,1.0,0.019607844,5.0,5.0,618.63824,867.36176
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323438000000,move,move,1,540.0,1029.0,1.0,0.019607844,5.0,5.0,540.0,1029.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323455000000,move,move,0,625.8205,857.4744,1.0,0.019607844,5.0,5.0,625.8205,857.4744
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323455000000,move,move,1,540.0,1029.0,1.0,0.019607844,5.0,5.0,540.0,1029.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323472000000,move,move,0,632.4434,849.07544,1.0,0.019607844,5.0,5.0,632.4434,849.07544
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323472000000,move,move,1,540.0,1031.9623,1.0,0.043137256,11.0,11.0,540.0,1031.9623
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323488000000,move,move,0,638.0922,841.9078,1.0,0.019607844,5.0,5.0,638.0922,841.9078
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323488000000,move,move,1,540.0,1036.0923,1.0,0.043137256,11.0,11.0,540.0,1036.0923
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772986323517000000,move,move,0,647.8389,832.1611,1.0,0.019607844,5.0,5.0,647.8389,832.1611
