input,session_id,timestamp,x,y,z
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581302552969,-1.4739788,3.1866415,8.957532
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581321969844,-0.7369894,2.8612177,8.163115
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581341386771,-1.5553347,2.6267211,8.780462
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581360803646,-2.5507488,2.2725832,8.79482
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581380220573,-2.9623144,2.2151556,8.416754
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581399637448,-2.6703901,2.1625135,8.2348995
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581419054375,-3.0149565,2.4496522,9.46481
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581438471302,-2.6512475,2.3060827,10.335797
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581457888177,-2.3306093,1.8897316,10.819147
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581477305105,-2.6703901,1.2340983,10.699507
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581496722032,-3.2638102,0.9613165,9.65145
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581516138907,-3.6227336,1.9040886,8.2253275
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581535555834,-3.6370904,2.5405796,8.191829
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581554972761,-3.2350962,2.9712875,9.2590275
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581574389636,-2.6751757,2.6889346,9.613165
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581593806563,-2.5028925,1.7605193,9.000603
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581613223438,-2.9096723,1.2580265,9.09153
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581632640365,-2.9575288,1.7605193,9.795019
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581652057292,-2.5555346,2.315654,10.039087
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581671474167,-1.7611175,2.2534406,9.780663
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581690891094,-1.4500505,1.966302,9.527023
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581710307969,-1.4691931,1.9136599,10.072587
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581729724896,-1.5696917,1.9280169,10.043873
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581749141823,-1.4452649,2.0141585,9.751948
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581768558698,-1.0289137,2.1864417,9.756734
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581787975625,-0.66041905,2.5357938,10.072587
sensor_accelerometer,ac20f5d9-e449-4b2c-9af6-e4c48b8321e2,1774877581807392500,-0.6029913,2.4975085,10.125229
