input,session_id,timestamp,x,y,z
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726325739706,0.6473323,2.8151324,9.348759
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726335712897,0.648679,2.8245595,9.335591
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726345725477,0.6618471,2.8423662,9.330728
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726355719447,0.6628946,2.858153,9.364022
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726365732027,0.6919243,2.8640637,9.474006
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726375702317,0.7032967,2.8503718,9.535058
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726385714897,0.68750995,2.8364556,9.569774
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726395734543,0.66947865,2.8079498,9.575834
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726405747123,0.63992524,2.7716625,9.523461
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726415742723,0.641646,2.76852,9.450663
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726425755303,0.6649147,2.7819877,9.376592
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726435749192,0.7224504,2.7935097,9.348161
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726445761772,0.76644385,2.7996447,9.374646
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726455758673,0.8114099,2.7965024,9.42268
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726465771253,0.8304139,2.7748797,9.418191
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726475764207,0.8123826,2.7439048,9.415946
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726485776787,0.7608324,2.7312603,9.446772
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726495771857,0.71436995,2.7073183,9.430013
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726505783436,0.71242464,2.6743233,9.357438
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726515775803,0.70172554,2.6970682,9.362002
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726525788383,0.7232734,2.7556512,9.377115
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726535787116,0.7330746,2.7899184,9.353024
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726545799696,0.7591864,2.7915645,9.3938
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726555768438,0.7811083,2.7650037,9.481263
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726565780017,0.8238298,2.7233295,9.495029
sensor_accelerometer,45520f8d-a40d-4e8f-855e-f2579cf51e17,1774521726575801886,0.8300398,2.7002106,9.454628
