input,session_id,timestamp,event_type,event_type_detail,pointer_id,x,y,pressure,size,touch_major,touch_minor,raw_x,raw_y
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794330000000,down,down,0,904.0,1173.0,1.0,0.019607844,5.0,5.0,904.0,1173.0
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794397000000,move,move,0,851.6275,1177.7974,1.0,0.019607844,5.0,5.0,851.6275,1177.7974
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794413000000,move,move,0,770.09503,1191.873,1.0,0.019607844,5.0,5.0,770.09503,1191.873
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794430000000,move,move,0,696.7425,1214.1772,1.0,0.019607844,5.0,5.0,696.7425,1214.1772
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794446000000,move,move,0,622.5432,1239.4065,1.0,0.043137256,11.0,11.0,622.5432,1239.4065
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794463000000,move,move,0,555.98645,1272.9491,1.0,0.019607844,5.0,5.0,555.98645,1272.9491
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794480000000,move,move,0,466.1932,1315.7819,1.0,0.019607844,5.0,5.0,466.1932,1315.7819
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794497000000,move,move,0,403.20642,1354.879,1.0,0.019607844,5.0,5.0,403.20642,1354.879
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794513000000,move,move,0,339.74313,1389.477,1.0,0.019607844,5.0,5.0,339.74313,1389.477
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794514000000,move,move,0,335.0,1392.0,1.0,0.019607844,5.0,5.0,335.0,1392.0
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794523000000,up,up,0,335.0,1392.0,1.0,0.019607844,5.0,5.0,335.0,1392.0
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794887000000,down,down,0,885.0,1171.0,1.0,0.019607844,5.0,5.0,885.0,1171.0
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794913000000,move,move,0,809.737,1182.02,1.0,0.019607844,5.0,5.0,809.737,1182.02
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794931000000,move,move,0,717.7611,1206.2466,1.0,0.019607844,5.0,5.0,717.7611,1206.2466
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794951000000,move,move,0,587.6944,1252.0682,1.0,0.019607844,5.0,5.0,587.6944,1252.0682
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794968000000,move,move,0,484.70087,1299.2578,1.0,0.019607844,5.0,5.0,484.70087,1299.2578
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794984000000,move,move,0,423.20987,1328.895,1.0,0.019607844,5.0,5.0,423.20987,1328.895
touch,50c5ebed-a75e-4f07-af45-103d2100ca20,1774797794994000000,move,move,0,359.0,1359.0,1.0,0.019607844,5.0,5.0,359.0,1359.0
