touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984505540000000,down,down,0,271.0,1191.0,1.0,0.019607844,5.0,5.0,271.0,1191.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984505615000000,move,move,0,271.0,1191.0,1.0,0.019607844,5.0,5.0,271.0,1191.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984505649000000,move,move,0,274.19864,1190.2671,1.0,0.019607844,5.0,5.0,274.19864,1190.2671
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984505665000000,move,move,0,289.0229,1185.9934,1.0,0.019607844,5.0,5.0,289.0229,1185.9934
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984505682000000,move,move,0,322.9891,1179.0929,1.0,0.019607844,5.0,5.0,322.9891,1179.0929
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984505699000000,move,move,0,405.12628,1169.4874,1.0,0.019607844,5.0,5.0,405.12628,1169.4874
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984505715000000,move,move,0,440.93228,1166.0763,1.0,0.019607844,5.0,5.0,440.93228,1166.0763
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984505732000000,move,move,0,461.68918,1163.6632,1.0,0.019607844,5.0,5.0,461.68918,1163.6632
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984505758000000,move,move,0,515.84064,1156.1449,1.0,0.019607844,5.0,5.0,515.84064,1156.1449
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984505775000000,move,move,0,546.93677,1152.0105,1.0,0.019607844,5.0,5.0,546.93677,1152.0105
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984505791000000,move,move,0,568.88434,1151.0,1.0,0.019607844,5.0,5.0,568.88434,1151.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984505808000000,move,move,0,601.10974,1155.3887,1.0,0.019607844,5.0,5.0,601.10974,1155.3887
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984505824000000,move,move,0,635.0626,1160.269,1.0,0.019607844,5.0,5.0,635.0626,1160.269
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984505832000000,up,up,0,633.0,1160.0,1.0,0.019607844,5.0,5.0,633.0,1160.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984506592000000,down,down,0,270.0,1260.0,1.0,0.019607844,5.0,5.0,270.0,1260.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984506609000000,move,move,0,270.0,1260.0,1.0,0.019607844,5.0,5.0,270.0,1260.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984506625000000,move,move,0,270.0,1260.0,1.0,0.019607844,5.0,5.0,270.0,1260.0
touch,9e2db53e-d94c-427b-8c45-6f5fed0847bf,1772984506642000000,move,move,0,294.18878,1256.919,1.0,0.019607844,5.0,5.0,294.18878,1256.919
